D,1,some task,01-01-1997 12:22
D,1,something,01-01-2020 12:00
D,0,smt,01-01-2020 12:00
D,0,smt,01-01-2020 12:12
D,0,smt   a,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
D,0,smt,01-01-2020 12:12
